Front,Back,Tags
Strafzettel,"der Strafzettel, Strafzettel, штрафний квиток<br><br>Ich bekam einen Strafzettel fürs Falschparken. – Я отримав штраф за неправильне паркування.<br><br><br>ausstellen – виписувати; bezahlen – сплачувати; anfechten – оскаржувати; zerreißen – розірвати; aufbewahren – зберігати<br><br>bestrafen – штрафувати; verwarnen – попереджати<br><br>der Bußgeldbescheid – повідомлення про штраф; das Knöllchen – штраф (сленг)",Nomen
Straße,"die Straße, Straßen, вулиця<br><br>Die Straße wird heute gesperrt. – Вулицю сьогодні перекривають.<br><br><br>überqueren – переходити; beleuchten – освітлювати; bauen – будувати; sperren – перекривати; befahren – їздити по<br><br>verstraßen – прокладати дороги<br><br>der Weg – шлях; die Fahrbahn – проїзна частина",13LeseverstehenZumPräteritum Nomen
Student,"der Student, Studenten, студент<br><br>Der Student lernt für die Prüfung. – Студент готується до іспиту.<br><br><br>studieren – навчатися; immatrikulieren – вступати; pauken – зубрити; referieren – доповідати; jobben – підпрацьовувати<br><br>studentieren – жити студентом<br><br>der Studierende – здобувач; der Uni-Angehörige – студент",Nomen
Studium,"das Studium, Studien, навчання<br><br>Das Studium dauert drei Jahre. – Навчання триває три роки.<br><br><br>aufnehmen – розпочинати; abschließen – завершувати; unterbrechen – переривати; finanzieren – фінансувати; vertiefen – поглиблювати<br><br>studieren – навчатися<br><br>die Ausbildung – освіта; das Hochschulstudium – вища освіта",KontakteInformationenZurPerson
Stunde,"die Stunde, Stunden, година<br><br>Die Stunde vergeht schnell. – Година швидко минає.<br><br><br>dauern – тривати; planen – планувати; unterrichten – викладати; verbringen – проводити; teilen – ділити<br><br>stunden – відстрочувати (платіж)<br><br>die Zeitstunde – година; die Lektion – урок",Nomen
Tag,"der Tag, Tage, день<br><br>Der Tag beginnt mit Kaffee. – День починається з кави.<br><br><br>beginnen – починатися; vergehen – минати; verbringen – проводити; planen – планувати; dämmern – світати<br><br>tagen – засідати<br><br>der Alltag – будній день; das Datum – дата",KontakteInformationenZurPerson
Tante,"die Tante, Tanten, тітка<br><br>Meine Tante schickt mir ein Paket. – Моя тітка надсилає мені посилку.<br><br><br>besuchen – відвідувати; plaudern – балакати; beschenken – дарувати; babysitten – доглядати; umarmen – обіймати<br><br><br><br>die Verwandte – родичка; die Base – тітка (застар.)",13LeseverstehenZumPräteritum Nomen
Tasche,"die Tasche, Taschen, сумка<br><br>Ich packe die Tasche für die Reise. – Я пакую сумку для подорожі.<br><br><br>tragen – носити; packen – пакувати; öffnen – відкривати; durchsuchen – обшукувати; nähen – шити<br><br>eintaschen – класти у сумку<br><br>die Handtasche – жіноча сумка; der Beutel – торба",Nomen
Tätigkeit,"die Tätigkeit, Tätigkeiten, діяльність<br><br>Seine Tätigkeit umfasst Programmierung. – Його діяльність охоплює програмування.<br><br><br>ausüben – займатися; beschreiben – описувати; bewerten – оцінювати; einstellen – наймати; protokollieren – протоколювати<br><br>betätigen – діяти<br><br>die Arbeit – робота; die Aufgabe – завдання",KontakteInformationenZurPerson
Team,"das Team, Teams, команда<br><br>Unser Team arbeitet agil. – Наша команда працює гнучко.<br><br><br>bilden – формувати; koordinieren – координувати; motivieren – мотивувати; unterstützen – підтримувати; wachsen – зростати<br><br>teamen – працювати в команді<br><br>die Mannschaft – команда; die Gruppe – група",Nomen StellenaziegeMechatroniker
Technik,"die Technik, Techniken, техніка<br><br>Moderne Technik erleichtert das Leben. – Сучасна техніка полегшує життя.<br><br><br>anwenden – застосовувати; beherrschen – оволодівати; verbessern – покращувати; entwickeln – розробляти; demonstrieren – демонструвати<br><br>technisieren – технізувати<br><br>die Technologie – технологія; das Verfahren – метод",13LeseverstehenZumPräteritum Nomen
Teller,"der Teller, Teller, тарілка<br><br>Der Teller ist zerbrochen. – Тарілка розбилася.<br><br><br>füllen – наповнювати; spülen – мити; balancieren – балансувати; stapeln – складувати; klappern – дзенькотіти<br><br>abtellern – прибирати тарілки<br><br>die Platte – плоска тарілка; das Geschirr – посуд",Nomen
Tiger,"der Tiger, Tiger, тигр<br><br>Der Tiger schleicht durch den Dschungel. – Тигр крадеться крізь джунглі.<br><br><br>jagen – полювати; fauchen – гарчати; lauern – чатувати; springen – стрибати; beobachten – спостерігати<br><br>tigern – бродити нервово<br><br>die Raubkatze – хижа кішка; der Panther – пантера",Buch5 Folge2 Nomen
Tipp,"der Tipp, Tipps, порада<br><br>Hast du einen Tipp für mich? – Маєш для мене пораду?<br><br><br>geben – давати; nutzen – використовувати; beherzigen – прислухатися; flüstern – шепотіти; verwerfen – відхиляти<br><br>tippen – здогадуватися<br><br>der Hinweis – підказка; der Ratschlag – порада",KontakteInformationenZurPerson Nomen
Tisch,"der Tisch, Tische, стіл<br><br>Der Tisch wackelt. – Стіл хитається.<br><br><br>decken – накривати; abräumen – прибирати; polieren – полірувати; zusammenschieben – зсувати; montieren – монтувати<br><br>auftischen – подавати<br><br>die Tafel – стіл; das Pult – парта",7DasPräteritumDerUnregelmäßigenVerben Nomen
Titel,"der Titel, Titel, заголовок<br><br>Der Titel des Buches ist lang. – Заголовок книги довгий.<br><br><br>vergeben – присвоювати; tragen – носити; zitieren – цитувати; veröffentlichen – оприлюднювати; verteidigen – захищати<br><br>betiteln – називати<br><br>die Überschrift – заголовок; die Bezeichnung – назва",Buch5 Folge2 Nomen
Tochter,"die Tochter, Töchter, донька<br><br>Seine Tochter beginnt die Schule. – Його донька йде до школи.<br><br><br>erziehen – виховувати; beschützen – захищати; begleiten – супроводжувати; unterstützen – підтримувати; umarmen – обіймати<br><br><br><br>das Mädchen – дівчинка; die Kleine – мала",Nomen
Tor,"das Tor, Tore, ворота/гол<br><br>Das Tor fiel in der 85. Minute. – Гол було забито на 85-й хвилині.<br><br><br><br>erzielen – забивати; schießen – вистрілювати; kassieren – пропускати; öffnen – відкривати; bewachen – охороняти<br><br>torjubeln – святкувати гол<br><br>der Treffer – гол; das Goal – гол",Nomen
Trainer,"der Trainer, Trainer, тренер<br><br>Der Trainer motiviert die Mannschaft. – Тренер мотивує команду.<br><br><br><br>coachen – тренувати; motivieren – надихати; analysieren – аналізувати; aufstellen – виставляти; einwechseln – робити заміну<br><br>trainieren – тренувати<br><br>der Coach – тренер; der Übungsleiter – керівник занять",Nomen
Training,"das Training, Trainings, тренування<br><br>Intensives Training fördert die Kondition. – Інтенсивне тренування покращує витривалість.<br><br><br><br>absolvieren – проходити; intensivieren – посилювати; auswerten – оцінювати; gestalten – формувати<br><br>trainieren – тренуватися<br><br>die Übungseinheit – сесія вправ; die Schulung – навчання",Nomen
Traum,"der Traum, Träume, мрія/сон<br><br>Ich hatte einen schönen Traum. – Мені наснився гарний сон.<br><br><br><br>träumen – бачити сон; deuten – тлумачити; verwirklichen – здійснювати; zerplatzen – розбиватися; erleben – переживати<br><br>erträumen – вимріяти<br><br>die Vision – видіння; das Wunschbild – уявний образ",Buch5 Folge2 Nomen
Typ,"der Typ, Typen, тип/хлопець<br><br>Er ist genau der Typ, den ich suche. – Він саме той тип, якого я шукаю.<br><br><br><br>beschreiben – описувати; kategorisieren – класифікувати; darstellen – представляти; verkörpern – уособлювати<br><br>typisieren – типізувати<br><br>die Art – вид; das Exemplar – зразок",Buch5 Folge2 Nomen
Übergewicht,"das Übergewicht, Übergewichte, надмірна вага<br><br>Übergewicht erhöht Gesundheitsrisiken. – Надмірна вага підвищує ризики для здоров’я.<br><br>das Gewicht – вага<br><br>wiegen – зважувати; reduzieren – зменшувати; beeinflussen – впливати; vermeiden – уникати; behandeln – лікувати<br><br>übergewichtig sein – мати надмірну вагу<br><br>die Fettleibigkeit – ожиріння; das Mehrgewicht – зайва вага",13LeseverstehenZumPräteritum Nomen
Überweisung,"die Überweisung, Überweisungen, грошовий переказ<br><br>Die Überweisung ist heute eingegangen. – Переказ надійшов сьогодні.<br><br>die Weisung – доручення<br><br>tätigen – здійснювати; empfangen – отримувати; bestätigen – підтверджувати; bearbeiten – обробляти<br><br>überweisen – переказувати кошти<br><br>der Transfer – переказ; die Zahlung – платіж",Nomen
Überraschung,"die Überraschung, Überraschungen, сюрприз<br><br>Seine Rückkehr war eine große Überraschung. – Його повернення було великим сюрпризом.<br><br><br><br>überraschen – дивувати; gelingen – вдаватися; vorbereiten – готувати; enthüllen – розкривати<br><br>überraschend wirken – справляти ефект несподіванки<br><br>das Erstaunen – здивування; der Aha-Moment – момент «ага»",Nomen
Ufer,"das Ufer, Ufer, берег<br><br>Wir erreichten das andere Ufer des Flusses. – Ми дісталися іншого берега річки.<br><br><br><br>erreichen – досягати; überqueren – перетинати; entlanglaufen – іти вздовж; befestigen – укріплювати<br><br>ufern – розростатися (перен.)<br><br>die Küste – узбережжя; der Strand – пляж",Buch5 Folge2 Nomen
Uhr,"die Uhr, Uhren, годинник<br><br>Meine Uhr geht fünf Minuten vor. – Мій годинник поспішає на п’ять хвилин.<br><br><br><br>stellen – встановлювати; ticken – відбивати; ablesen – зчитувати; reparieren – ремонтувати; tragen – носити<br><br>uhrwerken – працювати точно<br><br>das Zeitmesser – вимірювач часу; die Armbanduhr – наручний годинник",Nomen
Umweg,"der Umweg, Umwege, об’їзд/обхід<br><br>Wir nahmen einen kurzen Umweg durch den Park. – Ми зробили короткий об’їзд через парк.<br><br>um – навколо; der Weg – шлях<br><br>machen – робити; einschlagen – прокладати; verlängern – подовжувати; kalkulieren – розраховувати<br><br>umwegig fahren – їхати в обхід<br><br>die Ausweichroute – альтернативний шлях; der Schlenker – гак",Nomen StellenaziegeMechatroniker
Universität,"die Universität, Universitäten, університет<br><br>Die Universität bietet viele Studiengänge. – Університет пропонує багато програм навчання.<br><br><br><br>studieren – навчатися; forschen – досліджувати; immatrikulieren – зараховувати; promovieren – захищати дисертацію<br><br>universalisieren – узагальнювати<br><br>die Hochschule – вищий навчальний заклад; die Alma Mater – альма-матер",Nomen
Unruhe,"die Unruhe, Unruhen, неспокій<br><br>Nachts herrschte Unruhe im Haus. – Вночі в домі панував неспокій.<br><br><br><br>verursachen – спричиняти; besänftigen – заспокоювати; ausbrechen – спалахувати; schildern – описувати<br><br>unruhig werden – занепокоїтися<br><br>die Rastlosigkeit – невгамовність; die Aufregung – хвилювання",7DasPräteritumDerUnregelmäßigenVerben Nomen
Urlaub,"der Urlaub, Urlaube, відпустка<br><br>Ich plane meinen Urlaub am Meer. – Я планую відпустку на морі.<br><br><br><br>buchen – бронювати; verbringen – проводити; genießen – насолоджуватися; verlängern – подовжувати; antreten – розпочинати<br><br>urlauben – відпочивати<br><br>die Ferien – канікули; die Auszeit – пауза",Nomen
Verantwortung,"die Verantwortung, Verantwortungen, відповідальність<br><br>Er trägt die volle Verantwortung. – Він несе повну відповідальність.<br><br><br><br>übernehmen – брати; tragen – нести; delegieren – делегувати; wahrnehmen – усвідомлювати<br><br>verantworten – відповідати за щось<br><br>die Zuständigkeit – компетенція; die Haftung – відповідальність",Nomen StellenaziegeMechatroniker
Vertrag,"der Vertrag, Verträge, договір<br><br>Wir haben den Vertrag unterschrieben. – Ми підписали договір.<br><br><br><br>unterschreiben – підписувати; kündigen – розривати; verlängern – продовжувати; verhandeln – вести переговори<br><br>vertraglich regeln – врегульовувати угодою<br><br>die Vereinbarung – угода; das Abkommen – пакт",Buch5 Folge2 Nomen
Verwaltung,"die Verwaltung, Verwaltungen, управління/адміністрація<br><br>Die Verwaltung digitalisiert Akten. – Адміністрація оцифровує документи.<br><br><br><br>verwalten – керувати; organisieren – організовувати; rationalisieren – оптимізувати; digitalisieren – цифровізувати<br><br>verwaltungsarbeiten – виконувати адміністративні роботи<br><br>die Administration – адміністрація; die Behörde – установа",Nomen StellenaziegeMechatroniker
Visitenkarte,"die Visitenkarte, Visitenkarten, візитівка<br><br>Er überreichte mir seine Visitenkarte. – Він вручив мені свою візитівку.<br><br>die Karte – картка; besuchen – відвідувати (histor.)<br><br>überreichen – вручати; drucken – друкувати; gestalten – оформлювати; hinterlassen – залишати<br><br>visiten – відвідувати (застар.)<br><br>die Business-Card – бізнес-картка; die Kontaktkarte – картка контактів",KontakteInformationenZurPerson
Wald,"der Wald, Wälder, ліс<br><br>Der Wald rauscht im Wind. – Ліс шумить на вітрі.<br><br><br><br>wachsen – рости; rauschen – шуміти; durchstreifen – блукати; schützen – захищати; roden – вирубувати<br><br>bewalden – заліснювати<br><br>die Forst – ліс; der Hain – гай",13LeseverstehenZumPräteritum Nomen
Weg,"der Weg, Wege, шлях/дорога<br><br>Welchen Weg schlagen wir ein? – Який шлях ми оберемо?<br><br><br><br>einschlagen – обирати; verfolgen – дотримуватися; abkürzen – скорочувати; zurücklegen – проходити; markieren – позначати<br><br>wegweisen – вказувати шлях<br><br>die Route – маршрут; der Pfad – стежка",13LeseverstehenZumPräteritum Nomen
Weihnachten,"das Weihnachten, –, Різдво<br><br>Wir feiern Weihnachten im Familienkreis. – Ми святкуємо Різдво в родинному колі.<br><br>die Weihnacht – Різдво; die Nacht – ніч<br><br>beschenken – обдаровувати; schmücken – прикрашати; kerzenanzünden – запалювати свічки; klingen – дзвонити дзвонами; stillwerden – ставати тихим<br><br>weihnachten – наступати Різдво<br><br>das Christfest – христове свято; das Fest der Liebe – свято любові",7DasPräteritumDerUnregelmäßigenVerben Nomen
Weihnachtsgeschichte,"die Weihnachtsgeschichte, Weihnachtsgeschichten, різдвяна історія<br><br>Die Weihnachtsgeschichte berührt Groß und Klein. – Різдвяна історія зворушує великих і малих.<br><br>die Weihnacht – Різдво; die Geschichte – історія<br><br>vorlesen – читати уголос; illustrieren – ілюструвати; verfilmen – екранізувати; nacherzählen – переказувати; verbreiten – поширювати<br><br>geschichten – розповідати історії<br><br>die Erzählung – оповідь; die Legende – легенда",7DasPräteritumDerUnregelmäßigenVerben Nomen
Welt,"die Welt, Welten, світ<br><br>Die Welt verändert sich ständig. – Світ постійно змінюється.<br><br><br><br>erkunden – досліджувати; gestalten – формувати; vernetzen – з’єднувати; retten – рятувати; prägen – визначати<br><br>verweltlichen – олюднювати<br><br>der Globus – глобус; das Universum – всесвіт",7DasPräteritumDerUnregelmäßigenVerben Nomen
Werbeanzeige,"die Werbeanzeige, Werbeanzeigen, рекламне оголошення<br><br>Die Werbeanzeige erschien in der Zeitung. – Рекламне оголошення з’явилося в газеті.<br><br>die Werbung – реклама; die Anzeige – оголошення<br><br>schalten – розміщувати; gestalten – оформлювати; verbreiten – поширювати; targetieren – таргетувати; analysieren – аналізувати<br><br>anzeigen – оголошувати<br><br>die Reklame – реклама; die Anzeige – оголошення",Nomen StellenaziegeMechatroniker
Werbung,"die Werbung, Werbungen, реклама<br><br>Gute Werbung weckt Interesse. – Гарна реклама пробуджує інтерес.<br><br><br><br>entwickeln – розробляти; platzieren – розміщувати; optimieren – оптимізувати; streuen – розповсюджувати; messen – вимірювати ефект<br><br>werben – рекламувати; bewerben – просувати<br><br>die Promotion – промоція; die Anzeige – оголошення",Nomen StellenaziegeMechatroniker
Werkstatt,"die Werkstatt, Werkstätten, майстерня<br><br>Die Werkstatt repariert Fahrräder. – Майстерня ремонтує велосипеди.<br><br>das Werk – робота; die Statt (veraltet) – місце<br><br>instandsetzen – відновлювати; tüfteln – майструвати; schweißen – зварювати; lackieren – лакувати; kalibrieren – калібрувати<br><br>werkeln – майструвати<br><br>die Reparaturhalle – ремонтний цех; die Garage – майстерня",Nomen StellenaziegeMechatroniker
Windpocken,"die Windpocken, –, вітрянка<br><br>Windpocken verursachen juckende Bläschen. – Вітрянка викликає сверблячі пухирці.<br><br><br><br>ausbrechen – спалахувати; kratzen – чухати; impfen – вакцинувати; abheilen – заживати; isolieren – ізолювати<br><br>pocken – вкриватися висипом<br><br>die Varizellen – вітряна віспа; die Kinderkrankheit – дитяча хвороба",13LeseverstehenZumPräteritum Nomen
Witz,"der Witz, Witze, жарт<br><br>Er erzählte einen lustigen Witz. – Він розповів кумедний жарт.<br><br><br><br>reißen – вимовляти; pointieren – робити поінт; lachen – сміятися; nacherzählen – переказувати; publizieren – публікувати<br><br>witzeln – жартувати<br><br>der Scherz – жарт; die Pointe – поінта",Buch5 Folge2 Nomen
Woche,"die Woche, Wochen, тиждень<br><br>Die Woche hat sieben Tage. – Тиждень має сім днів.<br><br><br><br>planen – планувати; vergehen – минати; strukturieren – структурувати; beginnen – починатися; abschließen – завершувати<br><br>wöchentlich stattfinden – відбуватися щотижня<br><br>der Zeitraum – період; die Kalenderwoche – календарний тиждень",KontakteInformationenZurPerson
Wunsch,"der Wunsch, Wünsche, бажання<br><br>Mein größter Wunsch ist Frieden. – Моє найбільше бажання – мир.<br><br><br><br>äußern – висловлювати; erfüllen – здійснювати; hegen – плекати; verweigern – відмовляти; erbitten – просити<br><br>wünschen – бажати<br><br>die Sehnsucht – туга; das Verlangen – прагнення",Nomen
Zahl,"die Zahl, Zahlen, число<br><br>Die Zahl der Besucher steigt. – Кількість відвідувачів зростає.<br><br><br><br>addieren – додавати; dividieren – ділити; notieren – записувати; prognostizieren – прогнозувати; variieren – варіювати<br><br>zählen – рахувати<br><br>die Nummer – номер; die Ziffer – цифра",Nomen
Zeit,"die Zeit, Zeiten, час<br><br>Die Zeit vergeht schnell. – Час швидко плине.<br><br><br><br>messen – вимірювати; nutzen – використовувати; einteilen – розподіляти; sparen – заощаджувати; überschreiten – перевищувати<br><br>zeiten – узгоджувати в часі<br><br>die Dauer – тривалість; der Zeitraum – відрізок часу",Nomen
Zeitschrift,"die Zeitschrift, Zeitschriften, журнал<br><br>Ich abonniere eine wissenschaftliche Zeitschrift. – Я передплачую науковий журнал.<br><br>die Zeit – час; die Schrift – друк<br><br>herausgeben – видавати; blättern – гортати; redigieren – редагувати; layouten – верстати; archivieren – архівувати<br><br>zeitschriften – публікувати у журналі<br><br>das Magazin – часопис; die Illustrierte – ілюстрований журнал",Buch5 Folge2 Nomen
Zeitung,"die Zeitung, Zeitungen, газета<br><br>Die Zeitung erscheint täglich. – Газета виходить щодня.<br><br><br><br>drucken – друкувати; abonnieren – передплачувати; recherchieren – досліджувати; berichten – повідомляти; falten – складати<br><br>zeitunglesen – читати газету<br><br>das Blatt – газета; das Journal – журнал",Buch5 Folge2 Nomen
Ziel,"das Ziel, Ziele, ціль\n\nIch erreichte mein Ziel. – Я досяг своєї цілі.\n\n\n\nfestlegen – визначати; verfolgen – переслідувати; anvisieren – прицілюватися; verwirklichen – реалізовувати; redefinieren – переформулювати\n\nzielen – прицілюватися\n\nder Zweck – мета; das Vorhaben – задум",Nomen
Zimmer,"das Zimmer, Zimmer, кімната\n\nDas Zimmer ist hell und groß. – Кімната світла та простора.\n\n\n\neinrichten – облаштовувати; lüften – провітрювати; tapezieren – обклеювати шпалерами; ausmalen – фарбувати; vermieten – здавати в оренду\n\nzimmern – тесати деревину\n\nder Raum – приміщення; die Stube – світлиця",13LeseverstehenZumPräteritum Nomen
Zins,"der Zins, Zinsen, відсоток (банківський)\n\nDer Zins für das Darlehen ist niedrig. – Відсоток за позикою низький.\n\n\n\nberechnen – розраховувати; anpassen – коригувати; kapitalisieren – капіталізувати; entrichten – сплачувати; fixieren – фіксувати\n\nverzinsen – нараховувати відсотки\n\nder Zinssatz – ставка; das Interesse – інтерес",Nomen
Zuhause,"das Zuhause, –, домівка\n\nIch fühle mich in meinem Zuhause sicher. – Я почуваюся в безпеці у своїй домівці.\n\n\n\nschaffen – створювати; gestalten – оформлювати; verlassen – покидати; zurückkehren – повертатися; kuscheln – затишно вмощуватися\n\nzuhausebleiben – залишатися вдома\n\ndas Heim – дім; die Wohnung – квартира",Nomen
Urheberrecht,"das Urheberrecht, Urheberrechte, авторське право<br><br>Urheberrecht schützt kreative Werke. – Авторське право захищає творчі твори.<br><br>der Urheber – автор; das Recht – право<br><br>schützen – захищати; verletzen – порушувати; klären – зʼясовувати; anwenden – застосовувати; erwerben – набувати<br><br>urheberrechtlich schützen – захищати авторським правом; rechtsprechen – постановляти<br><br>das Copyright – копірайт; das Autorenrecht – авторське право",7DasPräteritumDerUnregelmäßigenVerben Nomen
Vergrößerung,"die Vergrößerung, Vergrößerungen, збільшення<br><br>Die Vergrößerung zeigt jedes Detail. – Збільшення показує кожну деталь.<br><br><br><br>bewirken – спричиняти; anzeigen – показувати; herbeiführen – призводити; messen – вимірювати<br><br>vergrößern – збільшувати<br><br>die Ausweitung – розширення; die Steigerung – підвищення",Nomen StellenaziegeMechatroniker
Verwandte,"der/die Verwandte, Verwandten, родич<br><br>Alle Verwandten kamen zum Fest. – Усі родичі приїхали на свято.<br><br><br><br>besuchen – відвідувати; einladen – запрошувати; unterstützen – підтримувати; erben – успадковувати; informieren – інформувати<br><br><br><br>die Angehörigen – близькі; die Familie – сімʼя",7DasPräteritumDerUnregelmäßigenVerben Nomen
Verb,"das Verb, Verben, дієслово<br><br>Im Satz steht das Verb an zweiter Stelle. – У реченні дієслово стоїть на другому місці.<br><br><br><br>konjugieren – відмінювати; identifizieren – визначати; verwenden – використовувати; unterstreichen – підкреслювати<br><br><br><br>die Tätigkeitsform – форма дії; das Zeitwort – дієслово",7DasPräteritumDerUnregelmäßigenVerben Nomen
Vorschlag,"der Vorschlag, Vorschläge, пропозиція<br><br>Dein Vorschlag klingt gut. – Твоя пропозиція звучить добре.<br><br><br><br>machen – робити; annehmen – приймати; ablehnen – відхиляти; diskutieren – обговорювати; unterbreiten – подавати<br><br>vorschlagen – пропонувати<br><br>die Anregung – ініціатива; die Empfehlung – рекомендація",7DasPräteritumDerUnregelmäßigenVerben Nomen
Übung,"die Übung, Übungen, вправа<br><br>Diese Übung trainiert die Muskulatur. – Ця вправа тренує м'язи.<br><br><br><br>durchführen – виконувати; wiederholen – повторювати; vereinfachen – спрощувати; korrigieren – виправляти; variieren – змінювати<br><br>üben – вправлятися<br><br>das Training – тренування; die Aufgabe – завдання",KontakteInformationenZurPerson
Wort,"das Wort, Wörter, слово<br><br>Ein neues Wort wurde gelernt. – Вивчено нове слово.<br><br><br><br>aussprechen – вимовляти; nachschlagen – шукати; prägen – формувати; buchstabieren – по-літерах вимовляти; behalten – запам'ятовувати<br><br><br><br>der Begriff – поняття; die Vokabel – лексема",KontakteInformationenZurPerson
Willkommen,"das Willkommen, Willkommens, привітання<br><br>Ein herzliches Willkommen an alle Gäste. – Сердечно вітаємо всіх гостей.<br><br><br><br>heißen – вітати; aussprechen – висловлювати; bereiten – готувати; empfangen – приймати<br><br>willkommen heißen – вітати<br><br>die Begrüßung – привітання; der Empfang – прийом",KontakteInformationenZurPerson
Zuschauer,"der Zuschauer, Zuschauer, глядач<br><br>Die Zuschauer applaudierten laut. – Глядачі голосно аплодували.<br><br><br><br>applaudieren – аплодувати; beobachten – спостерігати; jubeln – радіти; verfolgen – стежити; reagieren – реагувати<br><br>zuschauen – дивитися; zuschauerzahlen – рахувати глядачів<br><br>der Betrachter – спостерігач; das Publikum – публіка",Buch5 Folge2 Nomen
