Front,Back,Tags
sniederlassen,"lasse – lässt – lässt – lassen – lasst – lassen<br><br>ließ – ließest – ließ – ließen – ließt – ließen<br><br>man hat sniedergelassen<br><br><br><br>оселятися<br><br>lasse mhier nieder. = Я оселяюся тут.<br><br>lassen – дозволяти<br><br>entlassen – звільняти<br>zulassen – дозволяти<br><br>sansiedeln – оселятися<br>setablieren – засновуватися",its-a-match Verb
nutzen,"nutze – nutzt – nutzt – nutzen – nutzt – nutzen<br><br>nutzte – nutztest – nutzte – nutzten – nutztet – nutzten<br><br>man hat genutzt<br><br>D+A<br><br>використовувати<br><br>nutze meinen Computer. = Я використовую свій комп’ютер.<br><br>benutzen – використовувати<br>ausnutzen – використовувати<br><br>verwenden – використовувати<br>anwenden – застосовувати",Verb VerbMitDativUndAkkusativObjekt
nützen,"nütze – nützt – nützt – nützen – nützt – nützen<br><br>nützte – nütztest – nützte – nützten – nütztet – nützten<br><br>man hat genützt<br><br>D+A<br><br>приносити користь<br><br>Die Maßnahme nützt wenig. = Заходи приносять мало користі.<br><br><br><br>nutzen – використовувати<br><br>helfen – допомагати",Verb VerbMitDativUndAkkusativObjekt
öffnen,"öffne – öffnest – öffnet – öffnen – öffnet – öffnen<br><br>öffnete – öffnetest – öffnete – öffneten – öffnetet – öffneten<br><br>man hat geöffnet<br><br>A<br><br>відкривати<br><br>öffne die Tür. = Я відкриваю двері.<br><br>aufmachen – відкривати<br>zumachen – закривати<br><br>eröffnen – відкривати",Verb
ordnen,"ordne – ordnest – ordnet – ordnen – ordnet – ordnen<br><br>ordnete – ordnetest – ordnete – ordneten – ordnetet – ordneten<br><br>man hat geordnet<br><br>D+A<br><br>упорядковувати<br><br>ordne die Bücher im Regal. = Я впорядковую книги на полиці.<br><br>anordnen – розпоряджатися<br>zuordnen – співвідносити<br><br>organisieren – організовувати<br>sortieren – сортувати",Verb
passen,"passe – passt – passt – passen – passt – passen<br><br>passte – passtest – passte – passten – passtet – passten<br><br>man hat gepasst<br><br>D<br><br>пасувати; підходити<br><br>Der Anzug passt mir. = Костюм мені підходить.<br><br>anpassen – адаптувати<br>aufpassen – стежити<br><br>stimmen – відповідати<br>sitzen – пасувати",Verb
passieren,"passiere – passierst – passiert – passieren – passiert – passieren<br><br>passierte – passiertest – passierte – passierten – passiertet – passierten<br><br>man ist passiert<br><br><br><br>відбуватися<br><br>Was passiert hier? = Що тут відбувається?<br><br>geschehen – відбуватися<br>sereignen – траплятися",Verb
pfeifen,"pfeife – pfeifst – pfeift – pfeifen – pfeift – pfeifen<br><br>pfiff – pfiffst – pfiff – pfiffen – pfifft – pfiffen<br><br>man hat gepfiffen<br><br><br><br>свистіти<br><br>Der Schiedsrichter pfeift. = Суддя свистить.<br><br>auspfeifen – освистати<br>aufpfeifen – посвистіти<br><br>zwitschern – щебетати<br>zischen – шипіти",B2 StarkeVerb Verb
pflegen,"pflege – pflegst – pflegt – pflegen – pflegt – pflegen<br><br>pflegte – pflegtest – pflegte – pflegten – pflegtet – pflegten<br><br>man hat gepflegt<br><br>D+A<br><br>доглядати<br><br>pflege meine Oma. = Я доглядаю за бабусею.<br><br>einpflegen – вносити<br><br>betreuen – опікати<br>versorgen – забезпечувати",Verb VerbMitDativUndAkkusativObjekt
planen,"plane – planst – plant – planen – plant – planen<br><br>plante – plantest – plante – planten – plantet – planten<br><br>man hat geplant<br><br>A<br><br>планувати<br><br>plane den Urlaub. = Я планую відпустку.<br><br>einplanen – запланувати<br>umplanen – змінювати план<br><br>organisieren – організовувати<br>vorbereiten – готувати",Verb
preisen,"preise – preist – preist – preisen – preist – preisen<br><br>pries – priest – pries – priesen – priest – priesen<br><br>man hat gepriesen<br><br>A<br><br>вихваляти<br><br>Man preist die Produkte. = Люди вихваляють продукти.<br><br>anpreisen – рекламувати<br><br>loben – хвалити<br>rühmen – прославляти",C1 StarkeVerb Verb
probieren,"probiere – probierst – probiert – probieren – probiert – probieren<br><br>probierte – probiertest – probierte – probierten – probiertet – probierten<br><br>man hat probiert<br><br>A<br><br>пробувати<br><br>probiere das neue Gericht. = Я пробую нову страву.<br><br>ausprobieren – випробувати<br><br>versuchen – намагатися<br>kosten – куштувати",Buch5 Folge2 Verb
protestieren gegen,"protestiere gegen – protestierst gegen – protestiert gegen – protestieren gegen – protestiert gegen – protestieren gegen<br><br>protestierte gegen – protestiertest gegen – protestierte gegen – protestierten gegen – protestiertet gegen – protestierten gegen<br><br>man hat gegen protestiert<br><br>A<br><br>протестувати проти<br><br>Wir protestieren gegen die Entscheidung. = Ми протестуємо проти рішення.<br><br>demonstrieren gegen – демонструвати проти<br><br>swehren gegen – захищатися проти",Verb VerbMitFestenPraposition
prüfen,"prüfe – prüfst – prüft – prüfen – prüft – prüfen<br><br>prüfte – prüftest – prüfte – prüften – prüftet – prüften<br><br>man hat geprüft<br><br>A<br><br>перевіряти<br><br>prüfe die Lösung. = Я перевіряю рішення.<br><br>überprüfen – перевіряти<br>prüfen auf – перевіряти на<br><br>kontrollieren – контролювати<br>testen – тестувати",Verb
putzen,"putze – putzt – putzt – putzen – putzt – putzen<br><br>putzte – putztest – putzte – putzten – putztet – putzten<br><br>man hat geputzt<br><br>A<br><br>чистити<br><br>putze das Fenster. = Я чищу вікно.<br><br>abputzen – витирати<br><br>reinigen – прибирати<br>wischen – витирати",Verb
quellen,"quelle – quillst – quillt – quellen – quellt – quellen<br><br>quoll – quollst – quoll – quollen – quollt – quollen<br><br>man ist gequollen<br><br><br><br>набухати<br><br>Der Teig quillt im Wasser. = Тісто набухає у воді.<br><br>aufquellen – набухати<br><br>anschwellen – набрякати",C1 StarkeVerb Verb
reagieren,"reagiere – reagierst – reagiert – reagieren – reagiert – reagieren<br><br>reagierte – reagiertest – reagierte – reagierten – reagiertet – reagierten<br><br>man hat reagiert<br><br><br><br>реагувати<br><br>reagiere schnell. = Я реагую швидко.<br><br>reagieren auf – реагувати на<br><br>antworten – відповідати<br>erwidern – відповідати",StellenaziegeMechatroniker Verb
reden,"rede – redest – redet – reden – redet – reden<br><br>redete – redetest – redete – redeten – redetet – redeten<br><br>man hat geredet<br><br><br><br>говорити<br><br>Wir reden viel. = Ми багато говоримо.<br><br>sprechen – говорити<br>reden über – говорити про<br><br>sunterhalten – розмовляти<br>plaudern – базікати",Buch5 Folge2 Verb
reden von,"rede von - redest von - redet von - reden von - redet von - reden von<br><br>redete von - redetest von - redete von - redeten von - redetet von - redeten von<br><br>man hat von geredet<br><br>D<br><br>розповідати про<br><br>rede von meinem Traum. = Я розповідаю про свою мрію.<br><br><br><br>reden – розмовляти<br>sprechen – говорити<br><br>erzählen von – розповідати про",Verb VerbMitFestenPraposition
retten,"rette - rettest - rettet - retten - rettet - retten<br><br>rettete - rettetest - rettete - retteten - rettetet - retteten<br><br>man hat gerettet<br><br>A<br><br>рятувати<br><br>Er rettet das Kind. = Він рятує дитину.<br><br><br><br>retten – рятувати<br>bergen – зберігати/рятувати",Verb
richten,"richte - richtest - richtet - richten - richtet - richten<br><br>richtete - richtetest - richtete - richteten - richtetet - richteten<br><br>man hat gerichtet<br><br>D+A<br><br>спрямовувати; правити (злочинця)<br><br>richte den Blick nach vorne. = Я спрямовую погляд уперед.<br><br><br><br>richten – спрямовувати<br>ausrichten – передавати",Verb VerbMitDativUndAkkusativObjekt
riechen,"rieche - riechst - riecht - riechen - riecht - riechen<br><br>roch - rochst - roch - rochen - rocht - rochen<br><br>man hat gerochen<br><br>A<br><br>нюхати; пахнути<br><br>rieche den Duft. = Я відчуваю аромат.<br><br><br><br>riechen – пахнути<br>wahrnehmen – відчувати запах",Verb VerbMitDativUndAkkusativObjekt
riechen nach,"rieche nach - riechst nach - riecht nach - riechen nach - riecht nach - riechen nach<br><br>roch nach - rochst nach - roch nach - rochen nach - rocht nach - rochen nach<br><br>man hat nach gerochen<br><br>D<br><br>пахнути чимось<br><br>Das Essen riecht nach Knoblauch. = Їжа пахне часником.<br><br><br><br>riechen – відчувати запах<br>schnuppern nach – нюхати",Verb VerbMitFestenPraposition
ringen,"ringe - ringst - ringt - ringen - ringt - ringen<br><br>rang - rangst - rang - rangen - rangt - rangen<br><br>man hat gerungen<br><br>A<br><br>боротися; кувати (метал)<br><br>Die Ringer ringen um den Sieg. = Борці змагаються за перемогу.<br><br><br><br>ringen – боротися<br>kämpfen – боротися",Verb
rennen,"renne - rennst - rennt - rennen - rennt - rennen<br><br>rannte - ranntest - rannte - rannten - ranntet - rannten<br><br>man ist gerannt<br><br><br><br>бігти<br><br>renne jeden Morgen. = Я бігаю щоранку.<br><br><br><br>laufen – бігти<br>sprinten – бігти швидко",Verb
rufen,"rufe - rufst - ruft - rufen - ruft - rufen<br><br>rief - riefst - rief - riefen - rieft - riefen<br><br>man hat gerufen<br><br>A<br><br>кликати; телефонувати<br><br>rufe dan. = Я дзвоню тобі.<br><br><br><br>rufen – кликати<br>anrufen – телефонувати",A1 StarkeVerb Verb
sagen,"sage - sagst - sagt - sagen - sagt - sagen<br><br>sagte - sagtest - sagte - sagten - sagtet - sagten<br><br>man hat gesagt<br><br>D+A<br><br>говорити; казати<br><br>sage dir die Wahrheit. = Я кажу тобі правду.<br><br><br><br>sagen – говорити<br>mitteilen – повідомляти",Verb
sagen über,"sage über - sagst über - sagt über - sagen über - sagt über - sagen über<br><br>sagte über - sagtest über - sagte über - sagten über - sagtet über - sagten über<br><br>man hat über gesagt<br><br>A<br><br>казати про<br><br>sage über das Buch. = Я кажу про книгу.<br><br><br><br>sagen – казати<br>sprechen über – говорити про",Verb VerbMitFestenPraposition
sagen zu,"sage zu - sagst zu - sagt zu - sagen zu - sagt zu - sagen zu<br><br>sagte zu - sagtest zu - sagte zu - sagten zu - sagtet zu - sagten zu<br><br>man hat zu gesagt<br><br>D<br><br>казати комусь<br><br>sage zu meinem Freund. = Я кажу своєму другу.<br><br><br><br>sagen – казати<br>antworten – відповідати",Verb VerbMitFestenPraposition
schaffen,"schaffe - schaffst - schafft - schaffen - schafft - schaffen<br><br>schuf - schufst - schuf - schufen - schuft - schufen<br><br>man hat geschafft<br><br>A<br><br>досягати; справлятися з<br><br>schaffe die Prüfung. = Я здаю іспит.<br><br><br><br>bewältigen – справлятися<br>gelingen – вдаватися",7DasPräteritumDerUnregelmäßigenVerben Verb
schicken,"schicke - schickst - schickt - schicken - schickt - schicken<br><br>schickte - schicktest - schickte - schickten - schicktet - schickten<br><br>man hat geschickt<br><br>D+A<br><br>надсилати; відправляти<br><br>schicke dir ein Paket. = Я посилаю тобі посилку.<br><br><br><br>schicken – надсилати<br>verschicken – розсилати",Verb VerbMitDativUndAkkusativObjekt
schicken an,"schicke an - schickst an - schickt an - schicken an - schickt an - schicken an<br><br>schickte an - schicktest an - schickte an - schickten an - schicktet an - schickten an<br><br>man hat an geschickt<br><br>D<br><br>надсилати комусь<br><br>schicke das Formular an die Behörde. = Я надсилаю форму до установи.<br><br><br><br>schicken – відправляти",Verb VerbMitFestenPraposition
schicken zu,"schicke zu - schickst zu - schickt zu - schicken zu - schickt zu - schicken zu<br><br>schickte zu - schicktest zu - schickte zu - schickten zu - schicktet zu - schickten zu<br><br>man hat zu geschickt<br><br>D<br><br>відправляти до<br><br>schicke den Patienten zum Arzt. = Я відправляю пацієнта до лікаря.<br><br><br><br>schicken – надсилати",Verb VerbMitFestenPraposition
schieben,"schiebe - schiebst - schiebt - schieben - schiebt - schieben<br><br>schob - schobst - schob - schoben - schobt - schoben<br><br>man hat geschoben<br><br>A<br><br>штовхати<br><br>schiebe den Einkaufswagen. = Я штовхаю візок.<br><br><br><br>schieben – штовхати<br>stossen – штовхати<br><br>abschieben – відганяти<br>einschieben – вставляти",B1 StarkeVerb Verb
schießen,"schieße - schießt - schießt - schießen - schießt - schießen<br><br>schoss - schossest - schoss - schossen - schosst - schossen<br><br>man hat geschossen<br><br>A<br><br>стріляти<br><br>Er schießt auf das Ziel. = Він стріляє в мішень.<br><br><br><br>schießen – стріляти<br>abfeuern – відстрілювати<br><br>einschießen – прицілювати",B1 StarkeVerb Verb
schimpfen über,"schimpfe über - schimpfst über - schimpft über - schimpfen über - schimpft über - schimpfen über<br><br>schimpfte über - schimpftest über - schimpfte über - schimpften über - schimpftet über - schimpften über<br><br>man hat über geschimpft<br><br>A<br><br>лаятися на<br><br>schimpfe über den Lärm. = Я лаюся на шум.<br><br><br><br>schimpfen – лаятися<br>fluchen – лаятися<br><br>anschimpfen – ображати",Verb VerbMitFestenPraposition
schlafen,"schlafe - schläfst - schläft - schlafen - schlaft - schlafen<br><br>schlief - schliefst - schlief - schliefen - schlieft - schliefen<br><br>man hat geschlafen<br><br><br><br>спати<br><br>schlafe acht Stunden. = Я сплю вісім годин.<br><br><br><br>schlafen – спати<br>verschlafen – проспати",A1 StarkeVerb Verb
schlagen,"schlage - schlägst - schlägt - schlagen - schlagt - schlagen<br><br>schlug - schlugst - schlug - schlugen - schlugt - schlugen<br><br>man hat geschlagen<br><br>A<br><br>бити<br><br>schlage den Nagel ein. = Я забиваю цвях.<br><br><br><br>schlagen – бити<br>hauen – бити<br><br>vernichten – знищувати",B1 StarkeVerb Verb
schleichen,"schleiche - schleichst - schleicht - schleichen - schleicht - schleichen<br><br>schl- schlichst - schl- schlichen - schlicht - schlichen<br><br>man ist geschlichen<br><br><br><br>підкрадатися<br><br>schleiche leise ins Zimmer. = Я тихо підкрадаюся в кімнату.<br><br><br><br>schleichen – крастися<br>schleichen – тихо рухатися",C1 StarkeVerb Verb
schleifen,"schleife - schleifst - schleift - schleifen - schleift - schleifen<br><br>schliff - schliffst - schliff - schliffen - schlieft - schliffen<br><br>man hat geschliffen<br><br>A<br><br>точити; шліфувати<br><br>schleife das Messer. = Я точу ніж.<br><br><br><br>schleifen – точити<br>abschleifen – згладжувати",C1 StarkeVerb Verb
schließen,"schließe - schließt - schließt - schließen - schließt - schließen<br><br>schloss - schlossest - schloss - schlossen - schlosst - schlossen<br><br>man hat geschlossen<br><br>D+A<br><br>закривати<br><br>schließe das Fenster. = Я закриваю вікно.<br><br><br><br>schließen – закривати<br>öffnen – відкривати",Verb VerbMitDativUndAkkusativObjekt
schlingen,"schlinge - schlingst - schlingt - schlingen - schlingt - schlingen<br><br>schlang - schlangst - schlang - schlangen - schlangt - schlangen<br><br>man hat geschlungen<br><br>A<br><br>обвивати; пожирати<br><br>Er schlingt den Schal um den Hals. = Він обвиває шарф навколо шиї.<br><br><br><br>schlingen – обвивати<br>winden – звивати",C1 StarkeVerb Verb
schmecken,"schmecke - schmeckst - schmeckt - schmecken - schmeckt - schmecken<br><br>schmeckte - schmecktest - schmeckte - schmeckten - schmecktet - schmeckten<br><br>man hat geschmeckt<br><br>D<br><br>смакувати; смак бути<br><br>Mir schmeckt die Suppe. = Мені смакує суп.<br><br><br><br>schmecken – смакувати<br>kosten – куштувати",Verb VerbMitDativUndAkkusativObjekt
schmecken nach,"schmecke nach - schmeckst nach - schmeckt nach - schmecken nach - schmeckt nach - schmecken nach<br><br>schmeckte nach - schmecktest nach - schmeckte nach - schmeckten nach - schmecktet nach - schmeckten nach<br><br>man hat nachgeschmeckt<br><br>D<br><br>мати присмак чогось<br><br>Das Gericht schmeckt nach Knoblauch. = Страва має присмак часнику.<br><br><br><br>schmecken – смакувати<br>abschmecken – досмачувати<br><br>duften – пахнути",Verb VerbMitFestenPraposition
schmelzen,"schmelze - schmilzt - schmilzt - schmelzen - schmelzt - schmelzen<br><br>schmolz - schmolzest - schmolz - schmolzen - schmolzt - schmolzen<br><br>man hat geschmolzen<br><br><br><br>танути; плавити<br><br>Das Eis schmilzt. = Лід тане.<br><br><br><br>schmelzen – плавити<br>erschmelzen – розтоплювати<br><br>gefrieren – заморожувати",C2 StarkeVerb Verb
schneiden,"schneide - schneidest - schneidet - schneiden - schneidet - schneiden<br><br>schnitt - schnittest - schnitt - schnitten - schnittet - schnitten<br><br>man hat geschnitten<br><br>A<br><br>різати<br><br>schneide das Brot. = Я ріжу хліб.<br><br><br><br>schneiden – різати<br>aufschneiden – розрізати<br>abschneiden – відрізати<br><br>trennen – відділяти",B1 StarkeVerb Verb
schneien,"schneie - schneiest - schneiet - schneien - schneiet - schneien<br><br>schneite - schneietest - schneite - schneiten - schneitet - schneiten<br><br>man hat geschneit<br><br><br><br>йти (про сніг)<br><br>Es schneit stark. = Йде сильний сніг.<br><br><br><br>schneien – йти (про сніг)<br>schneien – сипатися",Verb
schreiben,"schreibe - schreibst - schreibt - schreiben - schreibt - schreiben<br><br>schrieb - schriebst - schrieb - schrieben - schriebt - schrieben<br><br>man hat geschrieben<br><br>D+A<br><br>писати<br><br>schreibe einen Brief. = Я пишу лист.<br><br><br><br>schreiben – писати<br>aufschreiben – записувати<br><br>verfassen – складати",A1 StarkeVerb Verb
schreiben,"schreibe - schreibst - schreibt - schreiben - schreibt - schreiben<br><br>schrieb - schriebst - schrieb - schrieben - schriebt - schrieben<br><br>man hat geschrieben<br><br>D+A<br><br>записувати<br><br>schreibe dir die Adresse. = Я записую тобі адресу.<br><br><br><br>schreiben – писати<br>verschreiben – виписувати рецепт",Verb VerbMitDativUndAkkusativObjekt
schreien,"schreie - schreist - schreit - schreien - schreit - schreien<br><br>schrie - schriest - schrie - schrien - schriet - schrien<br><br>man hat geschrien<br><br>A<br><br>кричати<br><br>schreie laut. = Я кричу голосно.<br><br><br><br>brüllen – ричати<br>schreien – кричати",B1 StarkeVerb Verb
schreiten,"schreite - schreitest - schreitet - schreiten - schreitet - schreiten<br><br>schritt - schrittest - schritt - schritten - schrittet - schritten<br><br>man ist geschritten<br><br><br><br>ступати; крокувати<br><br>Wir schreiten voran. = Ми крокуємо вперед.<br><br><br><br>gehen – йти","B2 StarkeVerb Verb"
schützen,"schütze - schützt - schützt - schützen - schützt - schützen<br><br>schützte - schütztest - schützte - schützten - schütztet - schützten<br><br>man hat geschützt<br><br>D+A<br><br>захищати<br><br>schütze meine Familie. = Я захищаю свою родину.<br><br><br><br>beschützen – захищати",7DasPräteritumDerUnregelmäßigenVerben Verb
schweigen,"schweige - schweigst - schweigt - schweigen - schweigt - schweigen<br><br>schwieg - schwiegst - schwieg - schwiegen - schwiegt - schwiegen<br><br>man hat geschwiegen<br><br><br><br>мовчати<br><br>schweige aus Respekt. = Я мовчу з поваги.<br><br><br><br>stillschweigen – мовчати",B2 StarkeVerb Verb
schwellen,"schwelle - schwillst - schwillt - schwellen - schwellt - schwellen<br><br>schwoll - schwollst - schwoll - schwollen - schwollt - schwollen<br><br>man ist geschwollen<br><br><br><br>набрякати; розливатися<br><br>Der Fluss schwillt an. = Річка розливається.<br><br><br><br>anschwellen – набрякати",B2 StarkeVerb Verb
schwimmen,"schwimme - schwimmst - schwimmt - schwimmen - schwimmt - schwimmen<br><br>schwamm - schwammst - schwamm - schwammen - schwammt - schwammen<br><br>man ist geschwommen<br><br><br><br>плавати<br><br>schwimme im See. = Я плаваю в озері.<br><br><br><br>baden – купатися",A1 StarkeVerb Verb
schwinden,"schwinde - schwindest - schwindet - schwinden - schwindet - schwinden<br><br>schwand - schwandst - schwand - schwanden - schwandt - schwanden<br><br>man ist geschwunden<br><br><br><br>зменшуватися; зникати<br><br>Die Hoffnung schwindet. = Надія зникає.<br><br><br><br>nachlassen – зменшуватися",B2 StarkeVerb Verb
schwingen,"schwinge - schwingst - schwingt - schwingen - schwingt - schwingen<br><br>schwang - schwangst - schwang - schwangen - schwangt - schwangen<br><br>man hat geschwungen<br><br><br><br>розмахувати; коливатися<br><br>Er schwingt das Schwert. = Він розгойдує меч.<br><br><br><br>schwingen – махати<br>schaukeln – гойдатися",C1 StarkeVerb Verb
schwören,"schwöre - schwörst - schwört - schwören - schwört - schwören<br><br>schwor - schworst - schwor - schworen - schwort - schworen<br><br>man hat geschworen<br><br><br><br>клястися<br><br>schwöre dir. = Я клянуся тобі.<br><br><br><br>geloben – клястися",B2 StarkeVerb Verb
sehen,"sehe - siehst - sieht - sehen - seht - sehen<br><br>sah - sahst - sah - sahen - saht - sahen<br><br>man hat gesehen<br><br>A<br><br>бачити<br><br>sehe dich. = Я бачу тебе.<br><br><br><br>schauen – дивитися",A1 StarkeVerb Verb
sehen von,"sehe von - siehst von - sieht von - sehen von - seht von - sehen von<br><br>sah von - sahst von - sah von - sahen von - saht von - sahen von<br><br>man hat von gesehen<br><br>D<br><br>бачити звідкись<br><br>sehe von meinem Fenster. = Я бачу зі свого вікна.<br><br><br><br>blicken aus – виглядати з<br>erblicken – помічати",Verb VerbMitFestenPraposition
sein,"bin - bist - ist - sind - seid - sind<br><br>war - warst - war - waren - wart - waren<br><br>man ist gewesen<br><br><br><br>бути<br><br>bin müde. = Я втомлений.<br><br><br><br>existieren – існувати",A1 StarkeVerb Verb
sein für,"bin für - bist für - ist für - sind für - seid für - sind für<br><br>war für - warst für - war für - waren für - wart für - waren für<br><br>man ist für gewesen<br><br>A<br><br>бути за<br><br>bin für diese Idee. = Я за цю ідею.<br><br><br><br>befürworten – підтримувати",Verb VerbMitFestenPraposition
sein gegen,"bin gegen - bist gegen - ist gegen - sind gegen - seid gegen - sind gegen<br><br>war gegen - warst gegen - war gegen - waren gegen - wart gegen - waren gegen<br><br>man ist gegen gewesen<br><br>D<br><br>бути проти<br><br>bin gegen die Regel. = Я проти цього правила.<br><br><br><br>ablehnen – відхиляти",Verb VerbMitFestenPraposition
setzen,"setze – setzt – setzt – setzen – setzt – setzen<br><br>setzte – setztest – setzte – setzten – setztet – setzten<br><br>man hat gesetzt<br><br>A<br><br>саджати<br><br>setze das Kind auf den Stuhl. = Я саджаю дитину на стілець.<br><br><br><br>ansetzen – приєднувати<br>einsetzen – застосовувати<br>besetzen – займати<br><br><br><br>stellen – ставити",Verb
ssetzen,"setze - setzt - setzt - setzen uns – setzt euch – setzen sich<br><br>setzte - setztest - setzte - setzten uns – setztet euch – setzten sich<br><br>man hat sgesetzt<br><br>A<br><br>сидіти; сідати<br><br>setze mauf den Stuhl. = Я сідаю на стілець.<br><br><br><br>hinsetzen – сідати<br>aufsetzen – надягати<br><br><br><br>sniederlassen – оселятися",Verb
sabtrocknen,"trockne - trocknest - trocknet - trocknen uns – trocknet euch – trocknen sich<br><br>trocknete - trocknetest - trocknete - trockneten uns – trockntet euch – trockneten sich<br><br>man hat sabgetrocknet<br><br>A<br><br>витиратися<br><br>trockne mab. = Я витираюся.<br><br><br><br>trocknen – сушити<br>abtrocknen – витирати<br><br><br><br>sabwischen – витиратися<br>trockenreiben – витирати насухо",Verb
sanschauen,"schaue - schaust - schaut - schauen uns – schaut euch – schauen sich<br><br>schaute - schautest - schaute - schauten uns – schautet euch – schauten sich<br><br>man hat sangeschaut<br><br>D+A<br><br>дивитися<br><br>schaue mir den Film an. = Я дивлюся фільм.<br><br><br><br>schauen – дивитися<br>anschauen – дивитися<br>ansehen – дивитися<br><br><br><br>ansehen – дивитися<br>betrachten – спостерігати",Verb
sanstrengen,"strenge - strengst - strengt - strengen uns – strengt euch – strengen sich<br><br>strengte - strengtest - strengte - strengten uns – strengtet euch – strengten sich<br><br>man hat sangestrengt<br><br>A<br><br>напружуватися<br><br>strenge man. = Я напружуюся.<br><br><br><br>anstrengen – напружуватися<br>überanstrengen – перенапружувати<br><br><br><br>sbemühen – старатися<br>sabmühen – трудитися",Verb
